reg,depot,vehicle_type,source_vehicle_type,make,model,ownership,fleet_group,supplier,registration_year,status,hire_lease_start_date,lease_term_months,lease_cost,weekly_hire_charge,odometer_reading,odometer_unit,inspection_due_date,inspection_frequency_weeks,mot_due_date,mot_frequency_weeks,loler_frequency_weeks,service_due_date,service_frequency_weeks,service_cost,tacho_frequency_weeks,payload_kg,fuel,gearbox_type,livery,rm_cover,telematics,telematics_provider,cctv,trailer_tracker,insurance_database,dart_charge_registered,congestion_zone_registered,merseyflow_registered,three_seater,front_tyre_size,back_tyre_size,date_added,tacho_due_date,middle_tyre_size,loler_due_date
SA22NPS,Exeter,Megatrailer,Conventional Trailer,Example Trailers,Box Trailer,Lease,Trunking Network,Sample Leasing Ltd,2022,Active,2022-05-07,24,383,0,0,M,2026-10-01,6,2026-12-31,52,0,2026-11-26,12,0,0,24000,,,Blue,1,0,,0,1,1,1,1,0,0,215/75R17.5,215/75R17.5,2022-05-07,,,
SA24VTS,Exeter,Megatrailer,Conventional Trailer,Example Trailers,Box Trailer,Lease,Trunking Network,Demo Hire Services,2024,Active,2024-07-09,60,430,0,0,M,2026-10-01,6,2027-04-01,52,0,2026-10-08,12,250,0,24000,,,White,1,0,,1,0,0,1,1,0,0,215/75R17.5,215/75R17.5,2024-07-09,,,
SA25WBX,Exeter,Megatrailer,Conventional Trailer,Example Trailers,Box Trailer,Owned,Trunking Network,,2025,Active,2025-08-27,0,0,0,0,M,2026-10-08,6,2027-04-22,52,0,2026-10-22,12,150,0,24000,,,Green / Sample Branding,0,1,SampleConnect,0,1,0,1,0,1,0,215/75R17.5,215/75R17.5,2025-08-27,,,
SA21BAK,Coventry,DD Trailer,Conventional Trailer,Example Trailers,Box Trailer,Owned,Trunking Network,,2021,Active,2021-09-07,0,0,0,0,M,2026-10-29,6,2027-04-08,52,0,2026-12-17,12,150,0,24000,,,Silver,1,0,,0,0,1,1,1,1,0,215/75R17.5,215/75R17.5,2021-09-07,,,
SA22YAB,Coventry,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Owned,Trunking Network,,2022,Active,2022-06-09,0,0,0,0,M,2026-10-29,6,2027-08-26,52,0,2026-09-03,12,400,0,24000,,,White,1,1,SampleConnect,0,1,0,1,0,0,0,215/75R17.5,215/75R17.5,2022-06-09,,,
SA24CVB,Coventry,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Lease,Trunking Network,Illustration Rentals,2024,Active,2024-03-12,60,341,0,0,M,2026-09-10,6,2027-05-06,52,0,2026-11-19,12,250,0,24000,,,Blue,1,1,SampleConnect,1,1,1,1,0,1,0,215/75R17.5,215/75R17.5,2024-03-12,,,
SA25HVP,Coventry,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Lease,Trunking Network,Sample Leasing Ltd,2025,Active,2025-07-23,48,466,0,0,M,2026-10-29,6,2027-07-15,52,0,2026-10-29,12,250,0,24000,,,Silver,1,0,,0,1,1,0,0,0,0,215/75R17.5,215/75R17.5,2025-07-23,,,
SA25CGV,Coventry,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Hire,Trunking Network,Illustration Rentals,2025,Active,2025-09-25,0,0,650,0,M,2026-10-15,6,2027-09-09,52,0,2026-10-08,12,250,0,24000,,,Green / Sample Branding,0,1,DemoTrack,0,0,1,1,0,1,0,215/75R17.5,215/75R17.5,2025-09-25,,,
SA24DTB,Coventry,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Lease,Trunking Network,Sample Leasing Ltd,2024,Active,2024-10-24,48,182,0,0,M,2026-10-08,6,2027-06-24,52,0,2026-12-17,12,250,0,24000,,,Blue,1,1,SampleConnect,0,0,0,1,1,1,0,215/75R17.5,215/75R17.5,2024-10-24,,,
SA19PVU,Coventry,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Hire,Trunking Network,Illustration Rentals,2019,VOR,2019-01-06,0,0,650,0,M,2026-10-29,6,2027-06-10,52,0,2026-12-10,12,650,0,24000,,,Blue,0,1,FleetExample,0,1,0,0,0,1,0,215/75R17.5,215/75R17.5,2019-01-06,,,
SA24PEE,Coventry,Megatrailer,Conventional Trailer,Example Trailers,Box Trailer,Owned,Trunking Network,,2024,Active,2024-01-23,0,0,0,0,M,2026-10-15,6,2027-06-10,52,0,2026-10-01,12,400,0,24000,,,White,0,1,FleetExample,1,1,0,0,1,0,0,215/75R17.5,215/75R17.5,2024-01-23,,,
SA25PCF,Coventry,Megatrailer,Conventional Trailer,Example Trailers,Box Trailer,Lease,Trunking Network,Demo Hire Services,2025,Active,2025-06-02,36,296,0,0,M,2026-10-22,6,2027-07-15,52,0,2026-10-15,12,400,0,24000,,,White / Sample Branding,1,0,,0,0,1,1,1,0,0,215/75R17.5,215/75R17.5,2025-06-02,,,
SA21FSF,Coventry,Megatrailer,Conventional Trailer,Example Trailers,Box Trailer,Lease,Trunking Network,Illustration Rentals,2021,Active,2021-06-23,60,415,0,0,M,2026-10-08,6,2027-08-19,52,0,2026-10-01,12,400,0,24000,,,White,0,0,,0,0,1,1,1,0,0,215/75R17.5,215/75R17.5,2021-06-23,,,
SA25PRY,Coventry,DD Trailer,Conventional Trailer,Example Trailers,Box Trailer,Hire,Trunking Network,Demo Hire Services,2025,Active,2025-04-17,0,0,650,0,M,2026-10-29,6,2027-08-26,52,0,2026-12-03,12,0,0,24000,,,Silver,1,1,SampleConnect,1,1,0,1,0,1,0,215/75R17.5,215/75R17.5,2025-04-17,,,
SA21HXW,Potters-Bar,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Owned,Trunking Network,,2021,Active,2021-08-13,0,0,0,0,M,2026-10-22,6,2027-08-12,52,0,2026-12-17,12,400,0,24000,,,Green / Sample Branding,1,1,DemoTrack,0,1,1,1,1,1,0,215/75R17.5,215/75R17.5,2021-08-13,,,
SA20RHA,Potters-Bar,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Hire,Trunking Network,Example Fleet Partners,2020,Active,2020-02-27,0,0,650,0,M,2026-10-22,6,2027-07-22,52,0,2026-12-10,12,0,0,24000,,,Silver,1,1,DemoTrack,0,1,0,1,1,0,0,215/75R17.5,215/75R17.5,2020-02-27,,,
SA24TVT,Potters-Bar,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Hire,Trunking Network,Sample Leasing Ltd,2024,Active,2024-05-15,0,0,650,0,M,2026-10-22,6,2027-08-26,52,0,2026-10-29,12,150,0,24000,,,Blue,1,0,,1,1,1,1,1,1,0,215/75R17.5,215/75R17.5,2024-05-15,,,
SA19PZL,Potters-Bar,Conventional Trailer,Conventional Trailer,Example Trailers,Box Trailer,Hire,Trunking Network,Sample Leasing Ltd,2019,VOR,2019-03-02,0,0,650,0,M,2026-11-05,6,2027-09-09,52,0,2026-10-29,12,650,0,24000,,,Silver,1,0,,0,0,0,1,0,0,0,215/75R17.5,215/75R17.5,2019-03-02,,,
SA25LNF,Potters-Bar,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2025,Active,2025-03-05,0,0,650,37750,M,2026-11-05,52,2025-12-25,52,0,2027-08-19,52,650,0,0,Hybrid,Auto,Green / Sample Branding,0,0,,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2025-03-05,,,
SA20BHB,Potters-Bar,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2020,Active,2020-04-16,0,0,0,147250,M,2026-12-10,52,2027-04-01,52,0,2027-08-12,52,150,0,0,Hybrid,Auto,White / Sample Branding,0,0,,1,0,0,1,0,1,0,225/65R16C,225/65R16C,2020-04-16,,,
SA22WWY,Potters-Bar,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2022,Active,2022-07-11,0,0,145,108500,M,2027-01-28,52,2027-04-01,52,0,2027-01-28,52,250,0,0,Hybrid,Auto,Silver,1,0,,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2022-07-11,,,
SA20OMD,Potters-Bar,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2020,Active,2020-03-23,0,0,650,235000,M,2027-05-06,52,2027-01-28,52,0,2027-09-02,52,250,0,0,Hybrid,Auto,White,0,0,,1,0,0,1,0,1,0,225/65R16C,225/65R16C,2020-03-23,,,
SA25BJV,Potters-Bar,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2025,Active,2025-05-17,0,0,0,139250,M,2027-07-22,52,2027-04-29,52,0,2027-02-04,52,650,0,0,Hybrid,Auto,Silver,1,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-05-17,,,
SA24JSG,Potters-Bar,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2024,Active,2024-09-21,0,0,145,239750,M,2027-09-16,52,2027-09-09,52,0,2027-05-27,52,250,0,0,Hybrid,Auto,Green / Sample Branding,1,1,FleetExample,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2024-09-21,,,
SA25CYJ,Potters-Bar,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2025,Active,2025-12-28,60,306,0,121750,M,2027-01-21,52,2027-07-08,52,0,2025-12-18,52,400,0,0,Hybrid,Auto,Green / Sample Branding,1,1,SampleConnect,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2025-12-28,,,
SA24UKG,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2024,Active,2024-10-07,0,0,145,113500,M,2025-12-18,52,2026-10-08,52,0,2027-07-15,52,400,0,0,Hybrid,Auto,White,0,1,SampleConnect,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2024-10-07,,,
SA20OUS,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2020,Active,2020-03-28,60,530,0,151250,M,2027-01-14,52,2027-02-18,52,0,2027-06-17,52,650,0,0,Hybrid,Auto,White / Sample Branding,1,1,FleetExample,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2020-03-28,,,
SA21HWZ,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2021,Active,2021-08-12,48,398,0,207000,M,2026-12-31,52,2026-10-08,52,0,2026-11-05,52,400,0,0,Hybrid,Auto,White,0,1,FleetExample,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2021-08-12,,,
SA24TFU,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2024,Active,2024-03-05,24,420,0,27500,M,2026-12-10,52,2027-04-15,52,0,2027-01-07,52,250,0,0,Hybrid,Auto,White / Sample Branding,0,1,FleetExample,1,0,1,1,0,1,0,225/65R16C,225/65R16C,2024-03-05,,,
SA25HZU,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2025,Active,2025-01-14,60,343,0,18750,M,2026-10-08,52,2027-01-14,52,0,2027-07-08,52,650,0,0,Hybrid,Auto,Blue,1,0,,1,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-01-14,,,
SA19BMB,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2019,Active,2019-10-15,0,0,0,66250,M,2027-04-15,52,2027-09-09,52,0,2026-12-10,52,400,0,0,Hybrid,Auto,Blue,1,0,,0,0,0,1,0,0,0,225/65R16C,225/65R16C,2019-10-15,,,
SA19DVL,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2019,Active,2019-07-17,0,0,650,108750,M,2027-04-22,52,2027-06-03,52,0,2027-07-15,52,150,0,0,Hybrid,Auto,Green / Sample Branding,1,1,DemoTrack,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2019-07-17,,,
SA22YBP,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2022,Active,2022-10-08,0,0,145,207000,M,2026-12-31,52,2027-01-28,52,0,2027-09-23,52,0,0,0,Hybrid,Auto,White,0,1,DemoTrack,0,0,0,0,0,1,0,225/65R16C,225/65R16C,2022-10-08,,,
SA25ETP,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2025,Active,2025-01-26,48,361,0,68500,M,2027-05-20,52,2027-01-28,52,0,2027-04-01,52,400,0,0,Hybrid,Auto,Blue,0,1,DemoTrack,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2025-01-26,,,
SA25JAN,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2025,Active,2025-11-13,0,0,0,77250,M,2027-07-08,52,2027-07-01,52,0,2027-09-16,52,0,0,0,Hybrid,Auto,White / Sample Branding,0,0,,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2025-11-13,,,
SA19CLE,Gravesend,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2019,Active,2019-01-17,48,437,0,72500,M,2027-02-04,52,2027-02-25,52,0,2027-04-29,52,650,0,0,Hybrid,Auto,Blue,1,0,,1,0,0,1,0,1,0,225/65R16C,225/65R16C,2019-01-17,,,
SA25OGL,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2025,Active,2025-12-18,48,421,0,85250,M,2027-07-29,52,2027-03-04,52,0,2026-10-15,52,650,0,0,Hybrid,Auto,White,1,0,,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2025-12-18,,,
SA25ALH,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2025,Active,2025-02-26,60,377,0,78250,M,2027-05-06,52,2027-03-25,52,0,2027-02-04,52,0,0,0,Hybrid,Auto,Green / Sample Branding,1,1,FleetExample,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2025-02-26,,,
SA25SSH,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2025,Active,2025-04-27,0,0,145,138750,M,2027-08-19,52,2026-01-15,52,0,2027-08-19,52,650,0,0,Hybrid,Auto,Green / Sample Branding,0,1,DemoTrack,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2025-04-27,,,
SA20WTV,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2020,Active,2020-11-22,48,456,0,134750,M,2027-09-23,52,2027-04-01,52,0,2027-06-24,52,250,0,0,Hybrid,Auto,White,0,0,,1,0,0,0,1,0,0,225/65R16C,225/65R16C,2020-11-22,,,
SA21MPB,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2021,Active,2021-05-16,0,0,0,146500,M,2027-07-15,52,2027-03-11,52,0,2026-10-29,52,400,0,0,Hybrid,Auto,Blue,0,1,SampleConnect,1,0,0,1,0,0,0,225/65R16C,225/65R16C,2021-05-16,,,
SA21WMM,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2021,Active,2021-12-17,0,0,145,130000,M,2027-01-21,52,2027-04-29,52,0,2027-01-21,52,250,0,0,Hybrid,Auto,Silver,0,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2021-12-17,,,
SA24JBM,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2024,Active,2024-07-04,48,291,0,71000,M,2026-10-08,52,2026-11-05,52,0,2026-10-29,52,650,0,0,Hybrid,Auto,Blue,0,0,,0,0,0,0,1,0,0,225/65R16C,225/65R16C,2024-07-04,,,
SA24EXP,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2024,Active,2024-12-20,0,0,0,166250,M,2027-01-28,52,2027-05-06,52,0,2027-02-18,52,650,0,0,Hybrid,Auto,Silver,0,1,SampleConnect,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2024-12-20,,,
SA21CDB,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2021,Active,2021-11-18,0,0,650,222750,M,2027-09-02,52,2026-12-31,52,0,2026-01-15,52,150,0,0,Hybrid,Auto,Green / Sample Branding,0,1,DemoTrack,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2021-11-18,,,
SA24CPT,Yaxley,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2024,Active,2024-06-01,60,306,0,180500,M,2026-08-13,52,2027-07-29,52,0,2027-06-24,52,150,0,0,Hybrid,Auto,Blue,0,1,SampleConnect,0,0,1,0,1,1,0,225/65R16C,225/65R16C,2024-06-01,,,
SA23SFO,Luton,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2023,Active,2023-03-22,0,0,650,139250,M,2027-05-13,52,2027-07-01,52,0,2027-02-11,52,650,0,0,Hybrid,Auto,Blue,0,1,DemoTrack,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2023-03-22,,,
SA19ABV,Luton,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2019,Active,2019-07-05,60,283,0,67500,M,2027-06-03,52,2027-08-26,52,0,2027-06-10,52,150,0,0,Hybrid,Auto,Silver,1,0,,0,0,1,1,1,1,0,225/65R16C,225/65R16C,2019-07-05,,,
SA21ZRW,Luton,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2021,Active,2021-07-02,0,0,145,67250,M,2027-08-19,52,2026-10-15,52,0,2026-10-08,52,650,0,0,Hybrid,Auto,Silver,1,1,SampleConnect,0,0,1,1,0,0,0,225/65R16C,225/65R16C,2021-07-02,,,
SA19JSR,Luton,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2019,Active,2019-10-13,0,0,650,131250,M,2027-01-07,52,2026-11-05,52,0,2027-02-04,52,650,0,0,Hybrid,Auto,Blue,1,1,DemoTrack,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2019-10-13,,,
SA23ZMR,Luton,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2023,Active,2023-02-13,0,0,145,32750,M,2027-08-19,52,2027-07-29,52,0,2027-04-29,52,650,0,0,Hybrid,Auto,White,1,1,SampleConnect,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2023-02-13,,,
SA19PBG,Luton,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2019,Active,2019-07-21,24,437,0,130000,M,2027-09-02,52,2027-09-02,52,0,2027-07-22,52,250,0,0,Hybrid,Auto,White,0,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2019-07-21,,,
SA24GTS,Luton,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2024,Active,2024-04-06,0,0,0,206750,M,2027-07-29,52,2026-12-17,52,0,2026-12-17,52,0,0,0,Hybrid,Auto,Green / Sample Branding,0,1,FleetExample,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2024-04-06,,,
SA21GYK,Luton,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2021,Active,2021-06-07,0,0,145,46500,M,2027-08-19,52,2027-06-24,52,0,2027-02-11,52,400,0,0,Hybrid,Auto,Silver,1,1,FleetExample,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2021-06-07,,,
SA24GPM,Luton,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2024,Active,2024-09-26,48,259,0,221000,M,2027-04-08,52,2026-11-05,52,0,2026-12-31,52,400,0,0,Hybrid,Auto,Blue,0,0,,0,0,0,1,0,1,0,225/65R16C,225/65R16C,2024-09-26,,,
SA22GGC,Luton,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2022,Active,2022-01-03,0,0,145,40250,M,2027-02-04,52,2027-09-23,52,0,2027-05-27,52,0,0,0,Hybrid,Auto,Silver,0,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2022-01-03,,,
SA25VYU,Newport,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2025,Active,2025-09-27,60,457,0,224500,M,2027-03-18,52,2027-04-29,52,0,2027-01-28,52,150,0,0,Hybrid,Auto,Silver,1,1,FleetExample,1,0,1,1,0,0,0,225/65R16C,225/65R16C,2025-09-27,,,
SA20TBX,Newport,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2020,Active,2020-01-25,0,0,0,68250,M,2027-04-15,52,2027-07-08,52,0,2027-04-15,52,650,0,0,Hybrid,Auto,White / Sample Branding,1,1,SampleConnect,0,0,1,0,0,1,0,225/65R16C,225/65R16C,2020-01-25,,,
SA25UXR,Newport,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2025,Active,2025-01-26,48,371,0,205750,M,2026-11-19,52,2026-02-12,52,0,2027-07-29,52,650,0,0,Hybrid,Auto,Silver,1,0,,1,0,0,1,1,1,0,225/65R16C,225/65R16C,2025-01-26,,,
SA20ZXH,Newport,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2020,Active,2020-06-12,48,271,0,236000,M,2027-03-11,52,2026-12-10,52,0,2027-04-22,52,400,0,0,Hybrid,Auto,Silver,0,1,DemoTrack,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2020-06-12,,,
SA21SNJ,Newport,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Sample Leasing Ltd,2021,Active,2021-07-16,36,270,0,23250,M,2027-09-23,52,2027-02-11,52,0,2027-05-27,52,650,0,0,Hybrid,Auto,Blue,1,0,,0,0,0,1,0,0,0,225/65R16C,225/65R16C,2021-07-16,,,
SA21ZXP,Newport,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Illustration Rentals,2021,Active,2021-03-02,0,0,145,226250,M,2026-10-01,52,2026-10-15,52,0,2027-02-25,52,0,0,0,Hybrid,Auto,White,0,1,SampleConnect,1,0,1,0,1,0,0,225/65R16C,225/65R16C,2021-03-02,,,
SA19USN,Newport,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2019,Active,2019-04-18,36,361,0,8000,M,2027-07-01,52,2026-10-08,52,0,2027-05-06,52,650,0,0,Hybrid,Auto,Silver,1,0,,0,0,1,1,1,1,0,225/65R16C,225/65R16C,2019-04-18,,,
SA24RGJ,Newport,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2024,Active,2024-06-09,60,403,0,108000,M,2027-07-01,52,2027-09-09,52,0,2027-03-18,52,0,0,0,Hybrid,Auto,Silver,0,1,FleetExample,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2024-06-09,,,
SA24BMG,Newport,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2024,Active,2024-01-05,24,520,0,144000,M,2027-05-20,52,2027-04-08,52,0,2026-04-30,52,650,0,0,Hybrid,Auto,Silver,0,0,,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2024-01-05,,,
SA19JDK,Newport,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2019,Active,2019-10-03,0,0,650,181500,M,2026-06-25,52,2027-04-08,52,0,2027-03-18,52,150,0,0,Hybrid,Auto,Green / Sample Branding,0,1,DemoTrack,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2019-10-03,,,
SA25DNF,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2025,Active,2025-09-08,24,558,0,190000,M,2026-10-22,52,2027-04-08,52,0,2027-02-25,52,150,0,0,Hybrid,Auto,Silver,0,0,,0,0,1,0,1,1,0,225/65R16C,225/65R16C,2025-09-08,,,
SA21JWV,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Illustration Rentals,2021,Active,2021-08-13,24,461,0,232250,M,2027-01-07,52,2027-02-18,52,0,2027-08-19,52,0,0,0,Hybrid,Auto,White,0,1,FleetExample,0,0,0,0,1,1,0,225/65R16C,225/65R16C,2021-08-13,,,
SA25APN,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Demo Hire Services,2025,Active,2025-11-16,0,0,145,38750,M,2027-03-18,52,2026-10-29,52,0,2027-09-09,52,0,0,0,Hybrid,Auto,Blue,0,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-11-16,,,
SA25WVZ,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2025,Active,2025-05-16,0,0,650,162500,M,2027-05-20,52,2027-02-25,52,0,2027-01-28,52,250,0,0,Hybrid,Auto,Silver,1,0,,0,0,1,1,1,0,0,225/65R16C,225/65R16C,2025-05-16,,,
SA22TOG,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2022,Active,2022-12-24,24,422,0,92500,M,2026-11-05,52,2027-04-29,52,0,2027-05-20,52,650,0,0,Hybrid,Auto,White,1,1,FleetExample,0,0,0,1,1,1,0,225/65R16C,225/65R16C,2022-12-24,,,
SA24EUB,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Demo Hire Services,2024,Active,2024-04-28,36,233,0,188000,M,2027-07-15,52,2027-01-21,52,0,2027-01-21,52,0,0,0,Hybrid,Auto,White,0,0,,0,0,0,1,1,0,0,225/65R16C,225/65R16C,2024-04-28,,,
SA19DXJ,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Sample Leasing Ltd,2019,Active,2019-07-18,0,0,650,11500,M,2027-01-28,52,2027-05-06,52,0,2027-01-14,52,650,0,0,Hybrid,Auto,Silver,1,1,SampleConnect,1,0,0,1,1,0,0,225/65R16C,225/65R16C,2019-07-18,,,
SA23BVS,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2023,Active,2023-11-25,0,0,0,61500,M,2027-06-10,52,2027-06-24,52,0,2027-03-11,52,400,0,0,Hybrid,Auto,White,1,0,,1,0,1,1,1,1,0,225/65R16C,225/65R16C,2023-11-25,,,
SA24TZX,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2024,Active,2024-03-22,0,0,0,94500,M,2026-11-26,52,2027-07-01,52,0,2026-12-10,52,150,0,0,Hybrid,Auto,White / Sample Branding,1,1,DemoTrack,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2024-03-22,,,
SA25UKY,Spennymoor,Company Cars,Company Car,Sample Motors,Model C,Owned,Company Cars,,2025,Active,2025-02-24,0,0,0,132500,M,2027-07-01,52,2026-10-29,52,0,2027-07-01,52,150,0,0,Hybrid,Auto,Green / Sample Branding,1,0,,1,0,1,1,0,0,0,225/65R16C,225/65R16C,2025-02-24,,,
SA22UFK,Dundee,Company Cars,Company Car,Sample Motors,Model C,Lease,Company Cars,Example Fleet Partners,2022,Active,2022-06-07,36,303,0,19250,M,2027-07-29,52,2027-04-22,52,0,2027-05-20,52,250,0,0,Hybrid,Auto,White,0,1,DemoTrack,1,0,1,1,1,1,0,225/65R16C,225/65R16C,2022-06-07,,,
SA21XEH,Dundee,Company Cars,Company Car,Sample Motors,Model C,Hire,Company Cars,Example Fleet Partners,2021,Active,2021-03-12,0,0,650,80500,M,2026-12-10,52,2027-04-01,52,0,2027-05-20,52,400,0,0,Hybrid,Auto,Silver,1,1,DemoTrack,0,0,1,1,0,1,0,225/65R16C,225/65R16C,2021-03-12,,,
