reg,depot,vehicle_type,vor_date,vor_category,vor_sub_category,vor_details,damage_type,covered_under_rm,repair_site,reported_to_supplier,liability,original_expected_return_date,expected_return_date,eta_revision_count,actual_return_date,status,source_vor_term_days,fraikin_view_number
SA19UGK,Outside HDV Network,Tractor Unit,2026-06-09,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Outside HDV Network,Body,1,Sample Repair Site 8,1,Fraikin,2026-06-17,2026-06-29,2,2026-06-29,Returned,20,
SA22VGW,Exeter,Tractor Unit,2026-06-09,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Exeter,Body,0,Sample Repair Site 9,1,AO,2026-06-12,2026-06-14,1,2026-06-14,Returned,5,FV100961
SA21CHE,Crossgreen,3.5 Tonne,2026-06-10,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Crossgreen,Body,0,Sample Repair Site 8,1,Fraikin,2026-06-14,2026-06-19,1,2026-06-19,Returned,9,
SA25WYS,Crawley,Tractor Unit,2026-06-10,RTC - AO Liable,Major Damage,Sample major damage reported at Crawley,Body,0,Sample Repair Site 3,1,AO,2026-07-06,2026-07-06,0,2026-06-25,Returned,15,
SA19CJE,Fareham,Tractor Unit,2026-06-11,Non-Scheduled Maintenance,Shutter Door,Sample shutter door reported at Fareham,Body,0,Sample Repair Site 2,0,AO,2026-06-15,2026-06-17,1,2026-06-17,Returned,6,
SA25RHA,Avonmouth,Megatrailer,2026-06-11,Vehicle Damage - Crew Recharge,Cosmetic Damage,Sample cosmetic damage reported at Avonmouth,Body,0,Sample Repair Site 9,1,Fraikin,2026-06-14,2026-06-16,1,2026-06-16,Returned,5,FV100720
SA23JZS,Coventry,3.5 Tonne,2026-06-12,Legal Maintenance,Service Only,Sample service only reported at Coventry,Mechanical,0,Sample Repair Site 8,1,AO,2026-06-13,2026-06-13,0,2026-06-13,Returned,1,
SA21ESA,Crewe,3.5 Tonne,2026-06-15,Non-Scheduled Maintenance,Steering,Sample steering reported at Crewe,Mechanical,0,Sample Repair Site 5,1,Fraikin,2026-06-22,2026-07-04,2,2026-07-04,Returned,19,
SA19OVF,Coventry,3.5 Tonne,2026-06-16,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Coventry,Body,0,Sample Repair Site 3,1,AO,2026-06-20,2026-06-26,1,2026-06-26,Returned,10,
SA22CTM,Crossgreen,Tractor Unit,2026-06-17,Non-Scheduled Maintenance,Tail Lift,Sample tail lift reported at Crossgreen,Mechanical,1,Sample Repair Site 3,1,AO,2026-06-25,2026-07-08,2,2026-07-08,Returned,21,
SA21SXC,Gravesend,Conventional Trailer,2026-06-17,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Gravesend,Body,0,Sample Repair Site 9,1,AO,2026-06-22,2026-06-22,0,2026-06-20,Returned,3,
SA23REP,Coventry,Tractor Unit,2026-06-18,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Coventry,Body,0,Sample Repair Site 7,1,Fraikin,2026-06-24,2026-06-24,0,2026-06-23,Returned,5,
SA19KHR,Fareham,Tractor Unit,2026-06-18,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Fareham,Mechanical,0,Sample Repair Site 5,1,AO,2026-06-21,2026-06-21,0,2026-06-21,Returned,3,
SA23HCT,Potters-Bar,Conventional Trailer,2026-06-19,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Potters-Bar,Mechanical,0,Sample Repair Site 4,1,AO,2026-07-02,2026-07-05,1,2026-07-05,Returned,16,
SA25UOZ,Crewe,Hi-Cube,2026-06-22,Legal Maintenance,Inspection,Sample inspection reported at Crewe,Mechanical,0,Sample Repair Site 5,1,Fraikin,2026-06-23,2026-06-23,0,2026-06-23,Returned,1,
SA20DKD,Yaxley,Megatrailer,2026-06-23,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Yaxley,Mechanical,1,Sample Repair Site 4,0,Fraikin,2026-06-25,2026-06-30,1,2026-06-30,Returned,7,
SA22DLT,Exeter,Hi-Cube,2026-06-24,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Exeter,Body,0,Sample Repair Site 10,1,Fraikin,2026-07-01,2026-07-10,2,2026-07-10,Returned,16,
SA25BEL,Crossgreen,Conventional Trailer,2026-06-26,Legal Maintenance,Inspection,Sample inspection reported at Crossgreen,Mechanical,0,Sample Repair Site 8,1,Fraikin,2026-06-27,2026-06-28,1,2026-06-28,Returned,2,
SA24VGC,Avonmouth,18 Tonne,2026-06-26,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Avonmouth,Body,0,Sample Repair Site 2,1,AO,2026-06-29,2026-06-30,1,2026-06-30,Returned,4,
SA24VGC,Avonmouth,18 Tonne,2026-06-29,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Avonmouth,Body,0,Sample Repair Site 6,1,Fraikin,2026-07-03,2026-07-03,0,2026-07-02,Returned,3,FV100257
SA19UCD,Crossgreen,18 Tonne,2026-06-30,Legal Maintenance,Service Only,Sample service only reported at Crossgreen,Mechanical,0,Sample Repair Site 2,1,AO,2026-07-01,2026-07-02,1,2026-07-02,Returned,2,FV100793
SA21UJO,Crossgreen,DD Trailer,2026-07-01,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Crossgreen,Mechanical,0,Sample Repair Site 5,1,AO,2026-07-09,2026-07-18,2,2026-07-18,Returned,17,
SA24GWT,Stoke,3.5 Tonne,2026-07-02,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Stoke,Mechanical,1,Sample Repair Site 7,1,Fraikin,2026-07-13,2026-07-13,0,2026-07-09,Returned,7,
SA21KZG,Potters-Bar,18 Tonne,2026-07-03,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Potters-Bar,Body,0,Sample Repair Site 8,0,AO,2026-07-11,2026-07-11,0,2026-07-09,Returned,6,
SA23UVD,Heywood,Conventional Trailer,2026-07-06,Non-Scheduled Maintenance,Rear frame damage,Sample rear frame damage reported at Heywood,Body,0,Sample Repair Site 1,1,AO,2026-07-16,2026-07-18,1,2026-07-18,Returned,12,
SA24UKB,Coventry,Conventional Trailer,2026-07-07,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Coventry,Body,1,Sample Repair Site 7,1,AO,2026-07-13,2026-07-13,0,2026-07-13,Returned,6,
SA22RYL,Yaxley,Tractor Unit,2026-07-07,Non-Scheduled Maintenance,Rear frame damage,Sample rear frame damage reported at Yaxley,Body,1,Sample Repair Site 9,1,Fraikin,2026-07-16,2026-08-17,3,2026-08-17,Returned,41,
SA25JMV,Coventry,18 Tonne,2026-07-08,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Coventry,Mechanical,0,Sample Repair Site 7,1,AO,2026-07-13,2026-07-13,0,2026-07-11,Returned,3,
SA21JDG,Larkhall,3.5 Tonne,2026-07-08,Non-Scheduled Maintenance,Steering,Sample steering reported at Larkhall,Mechanical,1,Sample Repair Site 3,1,Fraikin,2026-07-18,2026-07-18,0,2026-07-14,Returned,6,
SA21WWL,Potters-Bar,Conventional Trailer,2026-07-09,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Potters-Bar,Mechanical,1,Sample Repair Site 4,1,AO,2026-07-19,2026-07-23,1,2026-07-23,Returned,14,FV100936
SA24VTS,Exeter,Megatrailer,2026-07-09,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Exeter,Mechanical,0,Sample Repair Site 12,1,AO,2026-07-12,2026-07-12,0,2026-07-11,Returned,2,
SA23BVR,Heywood,3.5 Tonne,2026-07-10,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Heywood,Mechanical,0,Sample Repair Site 6,0,AO,2026-07-24,2026-07-29,1,2026-07-29,Returned,19,
SA25FMV,Larkhall,Tractor Unit,2026-07-10,Vehicle Damage - Crew Recharge,Minor Damage,Sample minor damage reported at Larkhall,Body,0,Sample Repair Site 5,1,Fraikin,2026-07-13,2026-07-18,1,2026-07-18,Returned,8,
SA25CCF,Crossgreen,Hi-Cube,2026-07-13,Vehicle Damage - Crew Recharge,Cosmetic Damage,Sample cosmetic damage reported at Crossgreen,Body,1,Sample Repair Site 7,0,AO,2026-07-17,2026-07-17,0,2026-07-17,Returned,4,
SA23TCW,Crawley,3.5 Tonne,2026-07-14,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Crawley,Body,1,Sample Repair Site 11,1,AO,2026-07-17,2026-07-18,1,2026-07-18,Returned,4,
SA22XYU,Coventry,18 Tonne,2026-07-14,Legal Maintenance,MOT & Service,Sample mot & service reported at Coventry,Mechanical,0,Sample Repair Site 5,1,Third Party,2026-07-16,2026-07-17,1,2026-07-17,Returned,3,
SA19XZU,Outside HDV Network,Hi-Cube,2026-07-15,Legal Maintenance,Service Only,Sample service only reported at Outside HDV Network,Mechanical,0,Sample Repair Site 11,0,AO,2026-07-16,2026-07-18,1,2026-07-18,Returned,3,
SA21JDG,Larkhall,3.5 Tonne,2026-07-15,Legal Maintenance,Inspection,Sample inspection reported at Larkhall,Mechanical,0,Sample Repair Site 10,1,AO,2026-07-16,2026-07-17,1,2026-07-17,Returned,2,
SA25VME,Avonmouth,18 Tonne,2026-07-16,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Avonmouth,Body,0,Sample Repair Site 1,1,AO,2026-07-23,2026-07-24,1,2026-07-24,Returned,8,
SA22ZAV,Larkhall,Conventional Trailer,2026-07-16,Non-Scheduled Maintenance,Shutter Door,Sample shutter door reported at Larkhall,Body,1,Sample Repair Site 10,1,AO,2026-07-20,2026-07-20,0,2026-07-20,Returned,4,
SA19WEJ,Avonmouth,Hi-Cube,2026-07-17,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Avonmouth,Body,0,Sample Repair Site 11,1,Fraikin,2026-07-24,2026-07-30,1,2026-07-30,Returned,13,FV100882
SA21TOM,Crossgreen,18 Tonne,2026-07-17,Legal Maintenance,Inspection,Sample inspection reported at Crossgreen,Mechanical,0,Sample Repair Site 6,1,Fraikin,2026-07-18,2026-07-19,1,2026-07-19,Returned,2,
SA23MME,Yaxley,18 Tonne,2026-07-20,Non-Scheduled Maintenance,Gearbox,Sample gearbox reported at Yaxley,Mechanical,1,Sample Repair Site 4,1,AO,2026-08-07,2026-08-09,1,2026-08-09,Returned,20,
SA19TOJ,Potters-Bar,18 Tonne,2026-07-20,Non-Scheduled Maintenance,Steering,Sample steering reported at Potters-Bar,Mechanical,0,Sample Repair Site 4,1,AO,2026-07-27,2026-07-29,1,2026-07-29,Returned,9,
SA24GLE,Dundee,18 Tonne,2026-07-21,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Dundee,Body,1,Sample Repair Site 5,1,Fraikin,2026-07-28,2026-08-04,2,2026-08-04,Returned,14,
SA19ACJ,Crewe,18 Tonne,2026-07-21,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Crewe,Mechanical,0,Sample Repair Site 6,1,Fraikin,2026-08-04,2026-08-04,0,2026-07-29,Returned,8,
SA19HYA,Crossgreen,18 Tonne,2026-07-22,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Crossgreen,Mechanical,0,Sample Repair Site 9,0,AO,2026-07-31,2026-08-07,2,2026-08-07,Returned,16,
SA25HSG,Newport,Megatrailer,2026-07-22,Legal Maintenance,Inspection,Sample inspection reported at Newport,Mechanical,0,Sample Repair Site 4,1,AO,2026-07-23,2026-07-23,0,2026-07-23,Returned,1,
SA20NON,Heywood,18 Tonne,2026-07-23,Non-Scheduled Maintenance,Gearbox,Sample gearbox reported at Heywood,Mechanical,0,Sample Repair Site 4,1,AO,2026-08-09,2026-08-20,2,2026-08-20,Returned,28,
SA22NUX,Crossgreen,Tractor Unit,2026-07-23,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Crossgreen,Mechanical,0,Sample Repair Site 7,1,AO,2026-07-26,2026-08-01,1,2026-08-01,Returned,9,
SA23LXB,Yaxley,Conventional Trailer,2026-07-24,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Yaxley,Mechanical,0,Sample Repair Site 11,0,AO,2026-08-02,2026-08-06,1,2026-08-06,Returned,13,
SA22DGS,Luton,DD Trailer,2026-07-24,Vehicle Damage - Crew Recharge,Minor Damage,Sample minor damage reported at Luton,Body,0,Sample Repair Site 10,0,AO,2026-07-27,2026-07-27,0,2026-07-26,Returned,2,
SA22URO,Fareham,Tractor Unit,2026-07-27,Non-Scheduled Maintenance,Tail Lift,Sample tail lift reported at Fareham,Mechanical,0,Sample Repair Site 9,0,AO,2026-08-02,2026-08-06,1,2026-08-06,Returned,10,
SA22UPK,Heywood,18 Tonne,2026-07-28,Non-Scheduled Maintenance,Steering,Sample steering reported at Heywood,Mechanical,1,Sample Repair Site 5,1,AO,2026-08-07,2026-08-07,0,2026-08-07,Returned,10,
SA20JLG,Exeter,Conventional Trailer,2026-07-28,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Exeter,Mechanical,0,Sample Repair Site 8,1,AO,2026-08-05,2026-08-22,3,2026-08-22,Returned,25,
SA22YUS,Luton,Tractor Unit,2026-07-29,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Luton,Body,0,Sample Repair Site 6,1,AO,2026-08-06,2026-08-11,1,2026-08-11,Returned,13,
SA19HYL,Basildon,Tractor Unit,2026-07-29,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Basildon,Body,1,Sample Repair Site 5,0,Fraikin,2026-08-03,2026-08-03,0,2026-08-02,Returned,4,
SA25OGH,Outside HDV Network,Conventional Trailer,2026-07-30,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Outside HDV Network,Mechanical,1,Sample Repair Site 9,1,AO,2026-08-03,2026-08-05,1,2026-08-05,Returned,6,
SA24JEW,Gravesend,Conventional Trailer,2026-07-31,Non-Scheduled Maintenance,Rear frame damage,Sample rear frame damage reported at Gravesend,Body,1,Sample Repair Site 7,1,AO,2026-08-09,2026-08-09,0,2026-08-08,Returned,8,
SA22FUD,Yaxley,18 Tonne,2026-07-31,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Yaxley,Mechanical,0,Sample Repair Site 10,1,AO,2026-08-06,2026-08-06,0,2026-08-06,Returned,6,FV100216
SA20ETY,Spennymoor,DD Trailer,2026-08-03,Legal Maintenance,Service Only,Sample service only reported at Spennymoor,Mechanical,0,Sample Repair Site 1,0,AO,2026-08-04,2026-08-04,0,2026-08-04,Returned,1,
SA20PPB,Crawley,Tractor Unit,2026-08-03,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Crawley,Mechanical,0,Sample Repair Site 8,1,AO,2026-08-11,2026-08-16,1,2026-08-16,Returned,13,
SA19PLZ,Crewe,3.5 Tonne,2026-08-04,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Crewe,Mechanical,0,Sample Repair Site 8,0,AO,2026-08-08,2026-08-08,0,2026-08-06,Returned,2,
SA20JNH,Crossgreen,18 Tonne,2026-08-04,Legal Maintenance,Inspection,Sample inspection reported at Crossgreen,Mechanical,0,Sample Repair Site 5,1,AO,2026-08-05,2026-08-08,1,2026-08-08,Returned,4,FV100798
SA20DZU,Basildon,3.5 Tonne,2026-08-05,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Basildon,Mechanical,1,Sample Repair Site 1,1,Third Party,2026-08-08,2026-08-11,1,2026-08-11,Returned,6,FV100515
SA21HXJ,Heywood,Tractor Unit,2026-08-06,Legal Maintenance,MOT & Service,Sample mot & service reported at Heywood,Mechanical,1,Sample Repair Site 9,0,AO,2026-08-07,2026-08-09,1,2026-08-09,Returned,3,
SA25TXV,Yaxley,Conventional Trailer,2026-08-07,Non-Scheduled Maintenance,Steering,Sample steering reported at Yaxley,Mechanical,0,Sample Repair Site 7,1,AO,2026-08-15,2026-08-17,1,2026-08-17,Returned,10,
SA25VBZ,Crewe,3.5 Tonne,2026-08-10,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Crewe,Mechanical,0,Sample Repair Site 3,0,AO,2026-08-21,2026-08-31,2,2026-08-31,Returned,21,
SA20OTF,Gravesend,3.5 Tonne,2026-08-10,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Gravesend,Mechanical,1,Sample Repair Site 9,1,Third Party,2026-08-15,2026-08-16,1,2026-08-16,Returned,6,
SA22DLG,Avonmouth,Hi-Cube,2026-08-11,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Avonmouth,Mechanical,1,Sample Repair Site 12,1,AO,2026-08-16,2026-08-16,0,2026-08-16,Returned,5,
SA19POB,Crossgreen,Tractor Unit,2026-08-11,Non-Scheduled Maintenance,Shutter Door,Sample shutter door reported at Crossgreen,Body,0,Sample Repair Site 5,1,AO,2026-08-15,2026-08-20,1,2026-08-20,Returned,9,
SA24YKF,Crossgreen,Tractor Unit,2026-08-12,Legal Maintenance,MOT & Service,Sample mot & service reported at Crossgreen,Mechanical,0,Sample Repair Site 7,1,AO,2026-08-13,2026-08-19,1,2026-08-19,Returned,7,
SA24TRA,Coventry,18 Tonne,2026-08-12,Vehicle Damage - Crew Recharge,Door Damage,Sample door damage reported at Coventry,Body,1,Sample Repair Site 7,1,AO,2026-08-17,2026-09-02,3,2026-09-02,Returned,21,
SA19GCZ,Crossgreen,18 Tonne,2026-08-13,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Crossgreen,Mechanical,0,Sample Repair Site 2,1,AO,2026-08-17,2026-08-30,2,2026-08-30,Returned,17,
SA24YCP,Fareham,Tractor Unit,2026-08-13,Legal Maintenance,MOT & Service,Sample mot & service reported at Fareham,Mechanical,1,Sample Repair Site 5,1,AO,2026-08-14,2026-08-16,1,2026-08-16,Returned,3,
SA24NEL,Potters-Bar,18 Tonne,2026-08-14,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Potters-Bar,Mechanical,0,Sample Repair Site 2,0,AO,2026-08-19,2026-08-22,1,2026-08-22,Returned,8,FV100521
SA20PPB,Crawley,Tractor Unit,2026-08-14,Non-Scheduled Maintenance,Shutter Door,Sample shutter door reported at Crawley,Body,1,Sample Repair Site 3,0,Fraikin,2026-08-17,2026-08-23,1,2026-08-23,Returned,9,
SA21ZCU,Basildon,18 Tonne,2026-08-17,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Basildon,Mechanical,1,Sample Repair Site 11,1,AO,2026-08-20,2026-08-22,1,2026-08-22,Returned,5,
SA24OOM,Larkhall,Conventional Trailer,2026-08-17,Non-Scheduled Maintenance,Steering,Sample steering reported at Larkhall,Mechanical,0,Sample Repair Site 4,1,AO,2026-08-27,2026-08-30,1,2026-08-30,Returned,13,
SA24MXX,Exeter,Conventional Trailer,2026-08-18,Non-Scheduled Maintenance,Rear frame damage,Sample rear frame damage reported at Exeter,Body,0,Sample Repair Site 8,1,Fraikin,2026-08-29,2026-08-31,1,2026-08-31,Returned,13,FV100138
SA24WUX,Heywood,3.5 Tonne,2026-08-19,Vehicle Damage - Crew Recharge,Door Damage,Sample door damage reported at Heywood,Body,0,Sample Repair Site 11,1,AO,2026-08-23,2026-08-30,2,2026-08-30,Returned,11,
SA20GZG,Larkhall,Tractor Unit,2026-08-19,Legal Maintenance,Inspection,Sample inspection reported at Larkhall,Mechanical,1,Sample Repair Site 7,1,Fraikin,2026-08-20,2026-08-20,0,2026-08-20,Returned,1,FV100440
SA25RNO,Basildon,Hi-Cube,2026-08-20,RTC - AO Liable,Major Damage,Sample major damage reported at Basildon,Body,1,Sample Repair Site 7,1,AO,2026-09-08,2026-09-16,2,2026-09-16,Returned,27,
SA21FVH,Dundee,Tractor Unit,2026-08-20,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Dundee,Body,0,Sample Repair Site 11,1,AO,2026-08-23,2026-08-30,2,2026-08-30,Returned,10,
SA25HSG,Newport,Megatrailer,2026-08-21,Legal Maintenance,Inspection,Sample inspection reported at Newport,Mechanical,0,Sample Repair Site 11,0,Third Party,2026-08-22,2026-08-22,0,2026-08-22,Returned,1,FV100241
SA25UXF,Potters-Bar,18 Tonne,2026-08-24,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Potters-Bar,Body,1,Sample Repair Site 12,1,AO,2026-08-29,2026-08-29,0,2026-08-29,Returned,5,FV100670
SA22ERH,Heywood,Conventional Trailer,2026-08-25,Legal Maintenance,MOT & Service,Sample mot & service reported at Heywood,Mechanical,1,Sample Repair Site 5,1,Fraikin,2026-08-26,2026-08-27,1,2026-08-27,Returned,2,FV100501
SA25FMV,Larkhall,Tractor Unit,2026-08-25,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Larkhall,Mechanical,0,Sample Repair Site 12,1,AO,2026-08-30,2026-08-30,0,2026-08-28,Returned,3,
SA21XAU,Crawley,Conventional Trailer,2026-08-26,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Crawley,Mechanical,1,Sample Repair Site 2,1,AO,2026-08-29,2026-08-30,1,2026-08-30,Returned,4,
SA25ASS,Crossgreen,Tractor Unit,2026-08-27,Vehicle Damage - Crew Recharge,Minor Damage,Sample minor damage reported at Crossgreen,Body,1,Sample Repair Site 9,1,AO,2026-09-01,2026-09-17,3,2026-09-17,Returned,21,
SA25NOJ,Gravesend,Conventional Trailer,2026-08-27,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Gravesend,Mechanical,0,Sample Repair Site 6,1,AO,2026-08-29,2026-08-31,1,2026-08-31,Returned,4,
SA25SPF,Yaxley,Tractor Unit,2026-08-31,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Yaxley,Mechanical,1,Sample Repair Site 3,1,AO,2026-09-02,2026-09-03,1,2026-09-03,Returned,3,
SA24FWY,Avonmouth,Hi-Cube,2026-08-31,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Avonmouth,Body,0,Sample Repair Site 7,1,AO,2026-09-06,2026-09-06,0,2026-09-02,Returned,2,
SA23PCT,Crossgreen,18 Tonne,2026-09-01,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Crossgreen,Mechanical,1,Sample Repair Site 11,1,AO,2026-09-07,2026-09-22,3,2026-09-22,Returned,21,
SA24NEV,Exeter,Conventional Trailer,2026-09-01,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Exeter,Mechanical,1,Sample Repair Site 7,1,AO,2026-09-05,2026-09-05,0,2026-09-04,Returned,3,FV100995
SA19VAW,Stoke,3.5 Tonne,2026-09-02,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Stoke,Body,0,Sample Repair Site 5,1,Fraikin,2026-09-06,2026-09-06,0,2026-09-06,Returned,4,
SA25XAV,Crossgreen,18 Tonne,2026-09-02,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Crossgreen,Mechanical,0,Sample Repair Site 5,1,AO,2026-09-09,2026-09-15,1,2026-09-15,Returned,13,FV100039
SA22PVG,Crossgreen,Tractor Unit,2026-09-03,Non-Scheduled Maintenance,Electrical Fault,Sample electrical fault reported at Crossgreen,Mechanical,1,Sample Repair Site 10,1,AO,2026-09-09,2026-09-22,2,2026-09-22,Returned,19,
SA25XBH,Stoke,18 Tonne,2026-09-03,Non-Scheduled Maintenance,Fluid Leak,Sample fluid leak reported at Stoke,Mechanical,1,Sample Repair Site 3,0,AO,2026-09-07,2026-09-10,1,2026-09-10,Returned,7,FV100441
SA22RAD,Crossgreen,Conventional Trailer,2026-09-04,RTC - AO Liable,Major Damage,Sample major damage reported at Crossgreen,Body,0,Sample Repair Site 3,1,Fraikin,2026-09-27,2026-09-27,0,2026-09-21,Returned,17,
SA21HPU,Gravesend,Tractor Unit,2026-09-07,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Gravesend,Mechanical,0,Sample Repair Site 8,1,Third Party,2026-09-10,2026-09-13,1,2026-09-13,Returned,6,
SA22ERH,Heywood,Conventional Trailer,2026-09-08,Non-Scheduled Maintenance,Tail Lift,Sample tail lift reported at Heywood,Mechanical,0,Sample Repair Site 12,0,AO,2026-09-13,2026-09-19,1,2026-09-19,Returned,11,FV100761
SA24EKX,Crewe,Tractor Unit,2026-09-08,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Crewe,Mechanical,1,Sample Repair Site 7,1,Fraikin,2026-09-10,2026-09-10,0,2026-09-10,Returned,2,
SA23YJY,Crossgreen,Megatrailer,2026-09-09,Vehicle Damage - Crew Recharge,Cosmetic Damage,Sample cosmetic damage reported at Crossgreen,Body,0,Sample Repair Site 6,1,AO,2026-09-13,2026-09-16,1,2026-09-16,Returned,7,
SA20EXZ,Fareham,3.5 Tonne,2026-09-09,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Fareham,Body,0,Sample Repair Site 11,1,Third Party,2026-09-17,2026-09-17,0,2026-09-17,Returned,8,
SA21FMO,Basildon,3.5 Tonne,2026-09-10,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Basildon,Mechanical,0,Sample Repair Site 1,1,AO,2026-09-13,2026-09-13,0,2026-09-13,Returned,3,
SA19FDL,Crossgreen,Megatrailer,2026-09-11,Non-Scheduled Maintenance,Ironmongery,Sample ironmongery reported at Crossgreen,Body,0,Sample Repair Site 11,0,AO,2026-09-14,2026-09-23,2,2026-09-23,Returned,12,FV100177
SA23PAS,Newport,Megatrailer,2026-09-14,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Newport,Body,0,Sample Repair Site 9,1,AO,2026-09-20,2026-09-20,0,2026-09-16,Returned,2,
SA22HJT,Newport,Tractor Unit,2026-09-15,Non-Scheduled Maintenance,Dash Light,Sample dash light reported at Newport,Mechanical,0,Sample Repair Site 9,1,AO,2026-09-17,2026-09-17,0,2026-09-17,Returned,2,
SA22PGX,Luton,Conventional Trailer,2026-09-11,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Luton,Mechanical,0,Sample Repair Site 2,1,AO,2026-09-21,2026-09-28,1,,Open,5,
SA24VGC,Avonmouth,18 Tonne,2026-09-14,Non-Scheduled Maintenance,Clutch,Sample clutch reported at Avonmouth,Mechanical,0,Sample Repair Site 5,1,AO,2026-09-24,2026-09-24,0,,Open,8,
SA21JYY,Heywood,DD Trailer,2026-09-19,Vehicle Damage - Crew Recharge,Door Damage,Sample door damage reported at Heywood,Body,1,Sample Repair Site 2,1,AO,2026-09-24,2026-09-24,0,,Open,6,
SA21XEB,Newport,18 Tonne,2026-09-23,Legal Maintenance,Inspection,Sample inspection reported at Newport,Mechanical,0,Sample Repair Site 12,1,Fraikin,2026-09-24,2026-09-24,0,,Open,1,
SA25TXV,Yaxley,Conventional Trailer,2026-09-22,Non-Scheduled Maintenance,Brakes,Sample brakes reported at Yaxley,Mechanical,0,Sample Repair Site 7,1,AO,2026-09-25,2026-09-25,0,,Open,1,
SA19MMW,Stoke,Conventional Trailer,2026-09-15,Non-Scheduled Maintenance,Box Damage,Sample box damage reported at Stoke,Body,0,Sample Repair Site 5,1,AO,2026-09-25,2026-09-25,0,,Open,8,
SA20JNH,Crossgreen,18 Tonne,2026-08-24,Non-Scheduled Maintenance,Rear door failure,Sample rear door failure reported at Crossgreen,Body,0,Sample Repair Site 12,1,AO,2026-08-28,2026-09-24,3,,Open,4,
SA25XMM,Newport,3.5 Tonne,2026-09-16,Non-Scheduled Maintenance,Engine Fault,Sample engine fault reported at Newport,Mechanical,0,Sample Repair Site 2,1,AO,2026-09-26,2026-09-26,0,,Open,14,
SA21HPU,Gravesend,Tractor Unit,2026-09-15,Non-Scheduled Maintenance,Floor failure,Sample floor failure reported at Gravesend,Body,0,Sample Repair Site 4,1,Third Party,2026-09-22,2026-09-15,1,,Open,8,
